credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,all_other,0.0807,345.06,11.03488966,14.07,792,7867.041667,33060,21.7,0,0,0,0
1,all_other,0.1122,155.19,9.893437217,23.03,717,2580,4500,13,0,0,0,1
1,home_improvement,0.0996,644.97,11.21171226,13.28,732,1770,2344,9.8,1,0,0,0
1,all_other,0.0712,92.8,11.01205017,1.19,797,6270.041667,2907,4,0,0,0,0
1,debt_consolidation,0.0996,306.36,10.96819829,21.93,727,4593.041667,26218,28.7,2,0,0,0
1,debt_consolidation,0.1154,143.53,9.998797732,24.71,707,1291.041667,5967,25.5,0,0,0,0
1,credit_card,0.0964,288.89,11.62625415,10.36,702,6119,27786,85.5,2,0,1,1
1,all_other,0.0933,87.88,11.62625415,13.46,702,6120,27786,85.5,2,0,1,1
1,all_other,0.0901,381.66,11.69524702,4.28,722,4080.041667,7335,45.8,1,1,0,0
1,debt_consolidation,0.1122,197.06,10.80972795,0,672,2519,0,0,1,1,0,0
1,credit_card,0.0807,83.92,10.59663473,16.68,737,6988,19210,48.3,0,0,0,0
1,small_business,0.0964,481.48,10.59663473,4.05,717,2759.041667,11601,85.9,3,0,0,0
1,debt_consolidation,0.0996,253.16,10.16585182,6.14,697,2040.041667,991,34.2,1,0,0,0
1,all_other,0.0743,77.69,13.16542287,2.45,762,6240,141287,9.4,5,1,0,0
1,all_other,0.1014,97,11.69524702,8.71,687,2311.041667,199,1.1,1,1,0,0
1,all_other,0.1046,259.87,11.69524702,11.28,692,5018.041667,63580,80.6,1,0,0,1
1,home_improvement,0.0743,124.3,11.04292184,5.82,772,5430,773,4.8,0,0,0,0
1,debt_consolidation,0.133,67.68,9.798127037,22,662,1470,1042,37.2,3,1,0,0
1,debt_consolidation,0.133,406.07,10.20359214,7.16,662,1530.041667,137,3.2,1,1,0,1
1,credit_card,0.0983,241.41,11.47210347,2.69,712,4709,1944,47.4,0,0,1,0
1,small_business,0.1393,170.72,10.54534144,20.72,662,7109.041667,16613,18.3,1,1,0,1
1,educational,0.0838,293.85,9.392661929,0,737,1139,0,0,1,0,0,0
1,credit_card,0.133,318.09,10.81977828,17.04,662,6179,5181,97.8,3,0,1,0
1,major_purchase,0.092,63.79,10.08580911,18.65,727,3455.041667,597,14.2,2,1,0,0
1,all_other,0.0743,217.52,11.00209984,1.72,807,7230,3202,1.1,1,0,0,0
1,credit_card,0.1236,667.74,11.79810441,13.42,687,3420.041667,46086,92.7,0,0,0,0
1,debt_consolidation,0.1236,133.55,10.81977828,8.66,662,6839.041667,9380,44.1,1,0,1,1
1,debt_consolidation,0.1014,421.14,10.59663473,17.01,752,4349,35944,56.2,2,0,0,0
1,all_other,0.1362,339.94,10.80972795,1.21,672,2519,0,0,0,1,0,0
1,debt_consolidation,0.1078,365.51,11.00209984,14.26,702,6780.041667,7973,89.6,0,0,0,0
1,debt_consolidation,0.0807,313.69,10.11050172,9.95,752,5167,8522,21.7,1,0,0,0
1,credit_card,0.1583,876.83,11.69524702,18.08,677,3330,62976,86.1,2,2,0,0
1,debt_consolidation,0.1362,316.99,10.30895266,21.88,667,1601.041667,7429,82.5,0,0,0,0
1,small_business,0.1236,701.12,10.77895629,0.85,682,2579,639,13.6,1,0,0,1
1,debt_consolidation,0.1014,485,11.38845009,13.73,732,5489,14903,35.3,0,0,0,0
1,debt_consolidation,0.1236,133.55,10.59653473,9.48,662,4080.041667,2923,28.4,3,0,0,0
1,credit_card,0.0838,362.39,11.58058411,8.16,757,5790,18314,50.6,1,0,0,0
1,all_other,0.0712,108.27,10.26813067,0,777,3034.041667,150,7.5,1,0,0,0
1,all_other,0.1236,240.39,9.757305042,4.58,662,3840.041667,0,0,2,0,0,0
1,all_other,0.0743,62.15,11.12714533,9.99,767,8190.041667,2475,5.4,1,1,0,0
1,all_other,0.0838,66.18,9.893437217,2.36,722,5790,1489,62,1,0,0,0
1,debt_consolidation,0.1109,327.82,10.63344871,19.32,702,2849,15368,87.1,0,0,0,0
1,all_other,0.0743,69.14,11.69524702,7.67,762,6007.041667,21521,29.5,1,0,0,1
1,home_improvement,0.1078,313.3,11.02190247,14.06,702,5700.041667,4781,15.5,2,0,0,1
1,debt_consolidation,0.1141,329.34,11.27090486,14.03,692,4470.041667,8473,27.6,3,1,1,0
1,all_other,0.1236,292.97,10.727663,15.53,677,1848,8494,44.2,1,0,0,0
1,all_other,0.0838,315.12,11.15051985,14.03,762,5519,11333,45.5,5,0,0,0
1,debt_consolidation,0.0807,225.86,11.02190247,17,762,5340.041667,9366,40.7,4,0,0,1
1,major_purchase,0.0838,63.03,10.46493024,18.96,742,2190,4922,30.6,0,0,0,0
1,debt_consolidation,0.1267,536.57,11.42081018,10.13,677,5280.041667,23129,79.8,0,1,0,1
1,small_business,0.1204,126.29,11.05089001,12.5,667,3300,29736,80.2,3,0,0,0
1,credit_card,0.0951,192.23,11.60823564,16.87,722,8519.041667,67232,41.1,1,0,0,0
1,all_other,0.1014,97,10.77895629,0,692,5160,0,0,0,0,0,0
1,debt_consolidation,0.092,318.93,11.25480219,5.93,727,4800,11496,26.6,0,0,0,0
1,credit_card,0.1078,228.45,10.50506754,7.76,687,2010.041667,6999,65.7,0,0,0,0
1,all_other,0.1172,72.78,10.57821615,17.2,667,1410,4863,69.5,0,1,0,0
1,all_other,0.1141,16.47,9.878169745,3.69,667,8820,12229,90.6,0,0,1,0
1,all_other,0.0775,124.89,10.96127785,1.33,767,2485.041667,2325,8.2,0,0,0,0
1,all_other,0.1109,262.26,11.1844214,5.12,687,1949.041667,14653,95.1,0,0,0,1
1,credit_card,0.0838,236.34,11.22524339,6.06,742,3149.041667,4286,40.4,0,0,0,0
1,debt_consolidation,0.1204,265.87,10.70738554,16.06,677,1949.041667,8009,68.5,0,0,0,0
1,debt_consolidation,0.0775,101.47,10.49127422,2.73,742,2550,2353,12.4,0,0,0,1
1,debt_consolidation,0.0775,218.55,10.81769612,10.37,767,4410,6634,9.4,0,0,0,0
1,debt_consolidation,0.1014,38.8,10.30895266,19.76,702,4529.041667,0,0,0,0,0,0
1,credit_card,0.1141,247,11.1844214,14.65,682,3329,5608,47.1,0,0,0,0
1,debt_consolidation,0.1299,673.79,10.77895629,18.98,682,4830.041667,13649,42.4,1,0,0,1
1,all_other,0.1078,79.96,10.54534144,14.84,677,4140.041667,9973,33.8,0,0,0,0
1,debt_consolidation,0.1204,498.51,10.75790288,17.95,677,2609,16502,63,0,0,0,0
1,debt_consolidation,0.1488,692.14,11.23848862,7.11,667,3899.041667,15773,95,0,0,0,1
1,small_business,0.0951,800.95,11.08214255,2.14,777,4559.041667,3326,14.3,6,0,0,0
1,debt_consolidation,0.0983,289.69,9.980448594,4.83,712,1620.041667,7263,39,0,0,0,0
1,all_other,0.0838,264.71,10.54796956,13.1,767,7560.041667,3451,19.4,0,0,0,0
1,debt_consolidation,0.1267,117.38,10.77895629,13.1,662,9659.041667,16770,50.7,0,0,0,0
1,all_other,0.1078,293.72,10.49127422,7.93,692,2429.041667,17042,75.1,0,0,0,0
1,major_purchase,0.1267,563.4,11.00209984,20.06,697,4560.041667,10686,49.4,0,0,0,0
1,credit_card,0.092,318.93,12.01370075,0.33,732,3600,45,0.4,0,0,0,0
1,all_other,0.0951,230.68,10.38887228,15.84,717,1800,3247,33.3,1,0,0,0
1,debt_consolidation,0.152,730.04,11.22524339,21.84,677,2640.041667,27839,72.7,0,1,0,0
1,all_other,0.0775,312.22,11.65702581,2.89,807,5160,0,0,1,0,0,0
1,major_purchase,0.0807,250.95,11.00209984,9.58,757,13109,17246,13.7,1,0,0,0
1,debt_consolidation,0.1425,514.49,10.77895629,19.05,667,6209,14036,64.4,0,0,0,0
1,small_business,0.1046,16.25,10.16585182,14.17,692,4919.041667,5643,60.7,0,0,0,0
1,debt_consolidation,0.1204,372.22,10.71441777,21.33,697,4710,17850,66.3,1,0,0,0
1,debt_consolidation,0.0951,320.38,10.91508846,7.59,722,2340.041667,8382,20.4,1,0,0,0
1,small_business,0.1836,504.13,11.33857208,23.04,662,6690.041667,24280,93.4,3,0,0,0
1,debt_consolidation,0.1172,413.51,10.49127422,11.9,677,2970,8375,91,3,0,0,0
1,all_other,0.1014,485,11.33857208,19.86,742,2763.041667,6437,28.6,4,0,0,0
1,credit_card,0.1172,307.66,11.03488966,20.09,697,6392.041667,16890,64,0,0,0,0
1,all_other,0.1078,130.54,10.37349118,0.38,682,1290.041667,887,38.6,0,0,0,0
1,debt_consolidation,0.1299,370.59,10.86856845,17.94,667,3269,17771,52.1,2,0,0,1
1,debt_consolidation,0.1299,539.03,10.66895539,14.82,677,8159.041667,13115,42.3,2,2,0,0
1,major_purchase,0.0775,312.22,10.08580911,0,787,3809.041667,5028,12.1,0,0,0,1
1,all_other,0.1078,70.17,9.308283446,19.15,692,2399.041667,1,0.2,2,0,1,1
1,debt_consolidation,0.1078,440.57,10.52406404,12.58,702,2130,10251,33,0,0,0,0
1,all_other,0.092,175.42,10.51867319,16.74,727,4590.041667,6566,48.6,1,0,0,0
1,all_other,0.1046,194.91,10.81977828,5.06,687,4464,9516,63.4,1,0,0,0
1,debt_consolidation,0.1172,165.41,11.00209984,0,672,2520,2126,6.4,1,0,0,0
1,debt_consolidation,0.133,406.07,10.71441777,4.67,662,2849,7209,38.1,1,0,0,1
1,debt_consolidation,0.1172,82.71,11.03488966,19.29,677,4319,7180,34.4,3,0,0,1
1,debt_consolidation,0.0838,189.08,10.60905725,12.5,727,2550,7386,42.4,0,0,0,0
1,all_other,0.0712,57.23,10.46310334,11.59,772,5970.041667,6035,19,0,0,0,0
1,small_business,0.133,338.39,11.69524702,6.31,662,6150,28653,89.3,0,0,0,1
1,debt_consolidation,0.1204,498.51,11.51292546,15.82,682,9150,49459,88.8,1,2,0,0
1,credit_card,0.1267,737.78,11.40756495,13.04,697,5100,22738,30.8,0,1,0,0
1,credit_card,0.092,306.18,11.03488966,13.12,742,5250.041667,24406,40.3,1,0,0,1
1,debt_consolidation,0.0951,592.7,10.34174248,16.49,747,4260.041667,25946,37.9,0,0,0,0
1,all_other,0.1014,611.1,10.69194491,9.79,732,5940.041667,0,0,0,0,0,0
1,debt_consolidation,0.0951,461.35,11.38586452,9.96,732,5250.041667,4765,16.5,0,0,1,0
1,debt_consolidation,0.1583,841.76,11.22524339,15.38,662,3420.041667,15222,77.3,0,2,0,0
1,small_business,0.1078,244.76,11.35040654,1.78,687,9480,8035,50.5,1,1,1,0
1,debt_consolidation,0.1014,452.67,11.22524339,16.54,722,4800,14214,39.4,0,0,0,1
1,debt_consolidation,0.1046,649.68,11.65702581,16.2,732,5129,23442,42.1,2,0,0,0
1,credit_card,0.0838,226.89,12.07254125,15.11,742,4919.041667,101443,13.7,6,0,0,0
1,debt_consolidation,0.1204,498.51,11.51292546,14.32,677,4439,25988,98.8,1,0,0,0
1,debt_consolidation,0.1615,880.78,11.6351431,24.84,682,7619,51039,93.8,0,1,0,1
1,debt_consolidation,0.1141,658.67,10.96578158,10.14,702,5999.041667,23370,70,1,0,0,0
1,all_other,0.1172,231.57,12.20607265,15.46,692,6629,119420,95.1,0,0,0,0
1,all_other,0.1014,258.67,10.81977828,8.78,702,3946,0,0,0,0,0,0
1,debt_consolidation,0.1109,157.36,10.73639668,11.37,677,2729.041667,15564,56.6,1,0,0,0
1,debt_consolidation,0.1236,300.48,11.35040654,21.8,677,5069,13686,48.7,1,0,0,0
1,home_improvement,0.1141,658.67,12.8346813,0.63,702,6330.041667,6921,0,2,0,0,0
1,debt_consolidation,0.1014,129.34,10.49127422,7.07,697,1560.041667,4220,53.4,2,0,0,0
1,all_other,0.1393,170.72,11.1844214,22.57,662,2940,29877,75.6,2,0,0,0
1,credit_card,0.133,101.52,10.47005058,24.79,697,5569,21573,73.7,1,0,0,1
1,small_business,0.1078,365.51,11.28978191,7.56,697,4980.041667,18316,81,1,1,0,1
1,small_business,0.0775,337.19,10.08580911,10.1,782,5400,1458,18,1,0,0,0
1,debt_consolidation,0.092,382.72,10.59663473,10.14,747,7800.041667,3179,11,1,0,1,0
1,debt_consolidation,0.0838,403.36,11.08214255,7.26,757,5580.041667,4365,51.4,0,0,0,0
1,credit_card,0.0775,305.97,11.00209984,9.2,797,6270,209,1.9,0,0,0,0
1,debt_consolidation,0.133,676.78,10.81977828,20.42,692,7710,12573,71.8,2,1,0,0
1,credit_card,0.1236,767.89,11.46163217,16.07,702,2580,806,10.3,2,0,0,1
1,debt_consolidation,0.1109,491.73,10.37349118,4.8,697,3480.041667,4134,39.4,1,0,0,1
1,debt_consolidation,0.1172,496.22,11.09741002,2.42,682,6329.041667,0,0,1,0,0,0
1,credit_card,0.1078,228.45,11.14908203,16.51,692,5009.041667,22157,98,0,0,0,0
1,debt_consolidation,0.1109,819.54,11.40756495,17.11,722,6539,54925,97.8,0,0,0,0
1,credit_card,0.1078,261.08,11.26446411,16.75,692,4290.041667,50908,37.1,0,2,0,0
1,credit_card,0.1078,81.59,11.58058411,16.37,682,9960.041667,16164,80,1,0,0,0
1,debt_consolidation,0.1078,278.22,11.60823564,18.58,702,7230,14046,80.3,0,0,0,1
1,debt_consolidation,0.0775,312.22,10.00784757,5.24,792,5010.041667,4767,8.7,0,0,0,0
1,all_other,0.1141,59.28,11.19821472,21.01,692,2580,23882,89.8,0,0,0,0
1,educational,0.0807,376.43,9.903487553,8.88,782,8160.041667,674,2.6,1,0,0,0
1,small_business,0.0983,804.69,11.1844214,8.98,757,4619.041667,56842,14.4,6,0,0,0
1,home_improvement,0.1046,812.09,12.13384061,1.88,727,10199,19948,77,2,0,0,0
1,home_improvement,0.1078,130.54,10.81977828,15.5,687,8369,10979,37.2,0,2,0,0
1,debt_consolidation,0.1141,329.34,10.59663473,15.93,692,3539.041667,14643,76.4,0,0,0,0
1,debt_consolidation,0.1172,99.25,10.91871823,12.85,682,2670.041667,15680,89.6,1,0,0,0
1,debt_consolidation,0.1362,381.58,10.30895266,19.52,667,4412,16670,71.7,0,0,0,0
1,debt_consolidation,0.1078,310.03,11.21989579,8.22,697,3707,2624,48.6,1,0,0,0
1,debt_consolidation,0.0838,78.78,10.34174248,10.61,722,7089.041667,2773,10.8,1,0,0,0
1,debt_consolidation,0.0951,608.72,11.14186178,11.29,767,9179,2279,20.7,3,0,0,0
1,debt_consolidation,0.0983,386.25,11.26446411,15.74,722,4379,28110,31.9,0,0,0,0
1,small_business,0.092,669.76,12.37581542,2.7,792,9029.041667,997,1.2,2,0,0,0
1,debt_consolidation,0.092,478.4,10.91508846,12.28,747,7380,2787,2.3,1,0,0,0
1,all_other,0.0838,567.22,11.06663836,5.25,772,3540.041667,1612,12.1,4,0,0,1
1,credit_card,0.1488,346.07,11.08214255,23.89,672,7260,10214,65.1,1,2,1,0
1,debt_consolidation,0.1425,685.99,10.77895629,2.1,672,3870.041667,19892,83.6,2,0,0,0
1,all_other,0.092,255.15,10.46310334,1.03,727,1230.041667,1834,12.8,1,0,0,0
1,home_improvement,0.1204,498.51,12.21602298,17.08,682,5820,108397,67.3,3,0,0,0
1,home_improvement,0.0775,124.89,11.08214255,9.25,757,5010.041667,3348,5.3,0,0,0,0
1,all_other,0.0743,217.52,10.40426284,10.04,772,3630,983,2.1,1,0,0,0
1,all_other,0.0983,241.41,11.06663836,0.58,712,5430,603,30.1,0,1,0,0
1,debt_consolidation,0.133,406.07,10.81683395,24.22,692,6509,13662,60.7,0,1,0,0
1,debt_consolidation,0.06,467.45,11.04292184,15.28,687,4652.041667,26044,34.5,3,0,0,0
1,credit_card,0.0983,386.25,10.1266311,16.75,732,4918.041667,16212,50.7,0,0,0,0
1,debt_consolidation,0.0983,257.5,10.49127422,21.33,762,6300.041667,8516,11.1,0,0,0,0
1,credit_card,0.0807,62.74,10.30895266,3.68,732,2580,3953,15.9,0,0,0,0
1,major_purchase,0.092,223.26,11.38509209,13.28,727,5836,12672,21,3,3,0,0
1,debt_consolidation,0.0951,320.38,10.85127695,9.6,717,1469,1346,23.2,2,0,0,0
1,debt_consolidation,0.092,318.93,10.71441777,4.88,732,4079,12425,94.2,0,0,0,0
1,debt_consolidation,0.1393,527.52,10.6454249,19.71,667,2490,12032,87.2,3,0,1,1
1,credit_card,0.0775,327.83,10.95779958,12.86,802,5490,14377,10.2,0,0,0,0
1,all_other,0.0951,640.76,11.28978191,0.22,767,8476,464,18.6,8,0,0,1
1,debt_consolidation,0.1172,196.84,10.47522952,15.38,697,1709.041667,10900,42.4,3,0,0,0
1,debt_consolidation,0.1046,42.23,10.75790288,18.15,707,2309.041667,7006,48,1,0,1,0
1,debt_consolidation,0.0983,136,10.77895629,11.93,717,6329.041667,19708,37.1,0,1,0,0
1,debt_consolidation,0.1267,182.77,11.21182037,11.25,707,8100,30949,54.3,0,0,0,0
1,debt_consolidation,0.1046,194.91,10.54534144,13.42,697,4080,6101,36.8,3,0,0,0
1,all_other,0.0832,94.46,10.1266311,1.54,727,2010.041667,1235,28.7,0,0,0,0
1,debt_consolidation,0.1261,450.67,10.46310334,19.71,692,3030.041667,18028,88.4,1,0,0,0
1,debt_consolidation,0.0945,387.32,10.89673933,11.02,742,3285,8828,54.8,5,0,0,0
1,debt_consolidation,0.0863,47.45,9.77246729,9.37,722,5099,6033,31.1,1,0,0,0
1,credit_card,0.0832,201.5,10.81977828,13.99,752,5040.041667,64885,39.6,0,0,0,0
1,debt_consolidation,0.1324,405.72,11.31447453,15.12,672,5760.041667,27905,81.8,1,2,0,0
1,debt_consolidation,0.1197,336.98,11.40863105,6.61,692,9570,14081,73.7,0,0,1,0
1,all_other,0.0945,333.7,11.00209984,6.02,787,10860,426,0.7,0,0,0,1
1,debt_consolidation,0.1387,655,11.28522153,7.16,672,12554.04167,12301,56.4,1,0,0,0
1,all_other,0.0863,101.21,9.798127037,14.38,722,1530,0,0,0,0,0,0
1,small_business,0.0976,533.77,9.903487553,4.68,737,3408.041667,2248,11.6,0,0,0,0
1,all_other,0.1071,16.31,8.9751293,3.04,682,6929,44,3.7,2,1,0,0
1,small_business,0.1008,807.62,10.51867319,8.53,767,3346,2296,7.6,3,0,0,0
1,debt_consolidation,0.1292,347.5,11.15625052,9.05,702,4530.041667,16264,90.6,3,0,0,1
1,all_other,0.1039,194.71,10.66895539,17.47,702,3540.041667,12758,40.4,0,0,0,0
1,all_other,0.08,188.02,10.77895629,14.08,792,4890.041667,2573,16.3,1,0,0,0
1,debt_consolidation,0.0976,237.95,11.14186178,12.57,762,3420.041667,15176,31.6,0,0,0,0
1,debt_consolidation,0.1008,148.61,10.6454249,5.91,727,4680,7239,16.3,2,0,0,0
1,credit_card,0.0863,189.77,10.57131693,11.2,722,2670.041667,11217,52.9,3,0,0,0
1,debt_consolidation,0.1008,84,10.23995979,14.57,702,2490,12979,31,0,0,0,0
1,all_other,0.0976,192.93,12.20607265,4.84,707,5760.041667,21894,0,2,0,0,0
1,all_other,0.1197,431.6,11.32659589,3.92,682,3479.041667,4933,15.1,2,0,0,0
1,debt_consolidation,0.1071,339.06,10.35456317,4.74,722,1290.041667,6206,35.3,0,0,0,0
1,debt_consolidation,0.0976,225.09,10.22557105,17.78,717,1830,16326,48.6,2,0,0,0
1,debt_consolidation,0.1039,243.38,10.71441777,5.57,707,4140.041667,33,0.3,0,0,0,0
1,debt_consolidation,0.0737,24.84,10.46310334,7.65,777,4620.041667,19901,29.8,0,0,0,0
1,credit_card,0.08,90.88,9.852194258,6.32,737,2981,4385,24,0,0,0,0
1,debt_consolidation,0.1355,589.2,10.69194491,18.52,677,4800,18966,70.5,2,0,0,0
1,home_improvement,0.0945,96.03,11.22524339,1.49,712,6220,8788,39.2,0,0,1,0
1,all_other,0.1071,48.91,10.6454249,18.14,697,3091.041667,1276,63.8,1,0,0,0
1,debt_consolidation,0.1229,200.12,10.49127422,14.77,672,4830,22635,45.5,0,0,0,0
1,credit_card,0.0768,199.61,11.52682837,0.83,777,8370,1715,8.2,1,0,0,0
